species,sighting_date,dive_site,url,title,excerpt,validation,notes,N_observed
sharks,,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-top-5-best-scuba-diving-sites-in-asia,Our favorite scuba diving destinations in Asia - Diving liveaboard in Thailand and Myanmar,hools of thousands of fish. This is also quite a hot spot for nurse sharks and other rarer kinds of sharks and rays coming up from the depths. Check here for more informations about all the exceptional Burm,not valid,,
Blotched Fantail Rays,02/15/2020,Black Rock,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"and the ""Burma banks"" where we had some great encounters! ​ In Black Rock we met with giant marbled rays, schools of pick-handle barracudas, 2 beautiful frogfishes and around 30 guitarfish!! WOW!!! Guitar",valid,,3
Blotched Fantail Rays,02/15/2020,Black Rock,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"dle barracudas, 2 beautiful frogfishes and around 30 guitarfish!! WOW!!! Guitar Fish, family of the Rays ! Then we spent a day around shark cave where we spotted tones of tiger tail seahorses! Nice Frog f",not valid,,3
shark,02/15/2020,Black Rock,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"Blog about diving in Burma and Thailand Over 30 guitarfishes, whale shark and giant frogfish in 9 days around Burma. Wow! 15/2/2020 0 Comments Burma 9 days, a step further """,not valid,,3
shark,02/15/2020,Black Rock,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"shes and around 30 guitarfish!! WOW!!! Guitar Fish, family of the Rays ! Then we spent a day around shark cave where we spotted tones of tiger tail seahorses! Nice Frog fish Tiger tail Sea horses The Burma",not valid,,3
shark,02/15/2020,Black Rock,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"ger tail Sea horses The Burma Banks have also delivered 4 spectacular dives with so many huge nurse sharks swiming around, curious silvertips checking us out and a majestic green turtle. Nurse Shark ​ Back",not valid,,3
Nurse Shark,02/15/2020,Burma Banks,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"nurse sharks swiming around, curious silvertips checking us out and a majestic green turtle. Nurse Shark ​ Back in the Mergui archipelago we had incredible dives at Seafan Forest where we found again two",valid,,10
Whale Shark,02/15/2020,Dendro's Peak (Burma),https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"redible dives at Seafan Forest where we found again two giant frogfish and at Dendro's peak a WHALE SHARK , swimming with us the whole dive on the top of the pinnacle!! Simply amazing!!! How did he know it",valid,,1
Whale Shark,02/15/2020,Dendro's Peak (Burma),https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"Simply amazing!!! How did he know it was one of our passengers (Norman)'s birthday?! Friendly Whale Shark ​ Congratulations to Rosalie, Markus, Sylvie and Alex for becoming Nitrox divers! We had a great ti",not valid,,1
nurse shark,02/15/2020,Dendro's Peak (Burma),https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"ish Tiger tail Sea horses The Burma Banks have also delivered 4 spectacular dives with so many huge nurse sharks swiming around, curious silvertips checking us out and a majestic green turtle. Nurse Shark ​ Back",not valid,,1
nurse shark,02/15/2020,Dendro's Peak (Burma),https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"y huge nurse sharks swiming around, curious silvertips checking us out and a majestic green turtle. Nurse Shark ​ Back in the Mergui archipelago we had incredible dives at Seafan Forest where we found again two",not valid,,1
whale shark,02/15/2020,Dendro's Peak (Burma),https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"Blog about diving in Burma and Thailand Over 30 guitarfishes, whale shark and giant frogfish in 9 days around Burma. Wow! 15/2/2020 0 Comments Burma 9 days, a step further """,not valid,,1
whale shark,02/15/2020,Dendro's Peak (Burma),https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"ad incredible dives at Seafan Forest where we found again two giant frogfish and at Dendro's peak a WHALE SHARK , swimming with us the whole dive on the top of the pinnacle!! Simply amazing!!! How did he know it",not valid,,1
whale shark,02/15/2020,Dendro's Peak (Burma),https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"cle!! Simply amazing!!! How did he know it was one of our passengers (Norman)'s birthday?! Friendly Whale Shark ​ Congratulations to Rosalie, Markus, Sylvie and Alex for becoming Nitrox divers! We had a great ti",not valid,,1
Silvertip Shark,02/15/2020,Burma Banks,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"ger tail Sea horses The Burma Banks have also delivered 4 spectacular dives with so many huge nurse sharks swiming around, curious silvertips checking us out and a majestic green turtle. Nurse Shark ​ Back",valid,,3
rays,02/15/2020,Burma Banks,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"and the ""Burma banks"" where we had some great encounters! ​ In Black Rock we met with giant marbled rays, schools of pick-handle barracudas, 2 beautiful frogfishes and around 30 guitarfish!! WOW!!! Guitar",not valid,,3
rays,02/15/2020,Burma Banks,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"dle barracudas, 2 beautiful frogfishes and around 30 guitarfish!! WOW!!! Guitar Fish, family of the Rays ! Then we spent a day around shark cave where we spotted tones of tiger tail seahorses! Nice Frog f",not valid,,3
silvertip,02/15/2020,Burma Banks,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"anks have also delivered 4 spectacular dives with so many huge nurse sharks swiming around, curious silvertips checking us out and a majestic green turtle. Nurse Shark ​ Back in the Mergui archipelago we had in",not valid,,3
sharks,02/15/2020,Burma Banks,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"ger tail Sea horses The Burma Banks have also delivered 4 spectacular dives with so many huge nurse sharks swiming around, curious silvertips checking us out and a majestic green turtle. Nurse Shark ​ Back",not valid,,3
guitarfish,02/15/2020,Burma Banks,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"Blog about diving in Burma and Thailand Over 30 guitarfishes, whale shark and giant frogfish in 9 days around Burma. Wow! 15/2/2020 0 Comments Burma 9 days, a s",not valid,,3
Greyspot Guitarfish,02/15/2020,Black Rock,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"et with giant marbled rays, schools of pick-handle barracudas, 2 beautiful frogfishes and around 30 guitarfish!! WOW!!! Guitar Fish, family of the Rays ! Then we spent a day around shark cave where we spotted t",valid,,30
Cownose Eagle Ray,11/29/2017,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/over-the-top,Top level dive cruise to Mergui Archipelago - Diving liveaboard in Thailand and Myanmar,"there was big and small everywhere! That's what makes Burma different! ​Nurse and white tip sharks, rays ... An incredible number of cuttlefishes and octopuses, even mating ;) ​Amazing patterns and colors",valid, Rhinoptera spp.,1
Nurse Shark,11/29/2017,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/over-the-top,Top level dive cruise to Mergui Archipelago - Diving liveaboard in Thailand and Myanmar,"see this biggy coming straight to you, that's an experience! And then, to meet with two fatty nurse sharks in a narrow cave ... ​What was amazing first, was the number of fishes, everywhere on every dive si",valid,,2
White Tip Reef Shark,11/29/2017,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/over-the-top,Top level dive cruise to Mergui Archipelago - Diving liveaboard in Thailand and Myanmar,"second, there was big and small everywhere! That's what makes Burma different! ​Nurse and white tip sharks, rays ... An incredible number of cuttlefishes and octopuses, even mating ;) ​Amazing patterns and",valid,,3
nurse shark,11/29/2017,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/over-the-top,Top level dive cruise to Mergui Archipelago - Diving liveaboard in Thailand and Myanmar,"just see this biggy coming straight to you, that's an experience! And then, to meet with two fatty nurse sharks in a narrow cave ... ​What was amazing first, was the number of fishes, everywhere on every dive si",not valid,,3
sharks,11/29/2017,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/over-the-top,Top level dive cruise to Mergui Archipelago - Diving liveaboard in Thailand and Myanmar,"see this biggy coming straight to you, that's an experience! And then, to meet with two fatty nurse sharks in a narrow cave ... ​What was amazing first, was the number of fishes, everywhere on every dive si",not valid,,3
sharks,11/29/2017,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/over-the-top,Top level dive cruise to Mergui Archipelago - Diving liveaboard in Thailand and Myanmar,"second, there was big and small everywhere! That's what makes Burma different! ​Nurse and white tip sharks, rays ... An incredible number of cuttlefishes and octopuses, even mating ;) ​Amazing patterns and",not valid,,3
rays,11/29/2017,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/over-the-top,Top level dive cruise to Mergui Archipelago - Diving liveaboard in Thailand and Myanmar,"there was big and small everywhere! That's what makes Burma different! ​Nurse and white tip sharks, rays ... An incredible number of cuttlefishes and octopuses, even mating ;) ​Amazing patterns and colors",not valid,,3
sharks,11/29/2017,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/over-the-top,Top level dive cruise to Mergui Archipelago - Diving liveaboard in Thailand and Myanmar,"see this biggy coming straight to you, that's an experience! And then, to meet with two fatty nurse sharks in a narrow cave ... ​What was amazing first, was the number of fishes, everywhere on every dive si",not valid,,3
